;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57
0;0;83,76914587;82,29285146;71,97499015;77,14780495;76,60470509;83,2675888;88,69509576;83,21598844;81,07473839;80,19991168;80,33526563;75,34364648;82,94496275;92,11388812;85,86910883;74,96766527;91,91855439;81,11099619;91,6999999;79,23300535;85,48187446;91,03454143;89,2062724;82,17115636;75,31919331;99,74409846;83,77315104;78,5448263;94,50276396;79,81327385;84,12335589;82,88466163;88,18436839;82,82459565;88,8348734;86,61926906;77,72197159;92,1191484;76,15382399;82,10732265;84,41145717;74,60469615;78,99939202;83,09200883;74,35281926;81,79558433;86,71952248;87,25738513;95,58383017;79,09984257;85,61329506;95,60395303;75,76983546;87,45743088;77,93640385;74,23951987;83,52839896
1;83,76914587;0;82,28256465;83,006772;90,21966992;85,97740597;83,69582028;83,42992122;85,83198427;74,1884979;79,08933278;90,44372748;83,83998129;83,74677025;84,85752855;71,34380142;91,53763735;86,3216944;94,24087196;91,73112758;79,59809777;69,32276683;80,4893712;90,37497661;95,37444493;83,47484184;92,12891205;85,1799198;86,1828915;59,92248992;82,14116731;101,5069593;87,93256846;82,03658026;82,04064557;77,7026043;69,10855706;84,18994784;64,63883137;93,37653938;83,04942876;101,6109166;93,91896615;88,18457089;95,64693884;85,3578226;88,61567414;77,51035374;75,23995199;87,46928922;91,93281032;81,89240267;93,73958957;90,92312525;92,96094698;76,20198271;83,6350064;77,46066306
2;82,29285146;82,28256465;0;73,19802676;92,09836397;103,7149059;91,93256865;95,03305653;98,69980404;87,6910055;88,97543277;99,39060596;81,9634832;88,8737024;77,78555697;69,08561822;97,30903294;74,03403765;81,29055487;84,85312537;80,46560105;92,10515011;83,53490419;88,54017093;100,8410526;88,13905101;76,03809264;96,47940175;90,28417394;88,03353303;96,3438691;101,3292179;89,17281915;86,65961656;89,36118889;72,61215302;83,42685765;86,9351694;72,54743478;104,6282987;74,34740695;91,21475219;88,89810707;73,82119783;76,62276924;79,40877362;84,37237257;88,07166544;73,1086978;90,64074091;87,78118456;99,48402592;77,99955239;89,08349563;94,66747302;90,08229285;84,3153224;76,01144936
3;71,97499015;83,006772;73,19802676;0;82,77941224;84,81189158;73,34889097;90,27254275;79,63905186;81,52288643;73,7859816;75,42101533;68,68639927;82,71855971;76,93325187;76,53279825;76,68600923;75,45455514;79,89367704;72,9510487;68,72801555;88,06648351;80,02126518;78,0680316;84,24719148;78,04307182;80,11613841;82,81212894;78,3845851;83,25074971;74,96549339;85,53421101;67,59680948;82,15655917;68,60933111;79,20057726;72,43819173;77,23107488;74,34617301;83,60388914;72,32373435;72,80493485;77,6788985;72,17928219;86,43249905;72,8601596;86,09124544;76,85867874;74,26096261;76,51329042;65,03282888;82,96765864;83,4532412;69,10348247;81,75475737;72,47282505;79,31896652;75,59922849
4;77,14780495;90,21966992;92,09836397;82,77941224;0;76,98230396;68,789118;88,58132124;87,92006202;75,4511184;85,3394773;100,586958;78,1588655;79,58568722;96,57514804;80,49637596;72,41707583;92,80678013;95,7866445;92,18167657;77,36635974;89,48539157;94,22723015;87,48491213;100,582492;73,99056526;102,1798938;73,13350458;66,25078391;98,33204425;86,21381073;97,61586758;92,33999158;94,36885213;86,31867143;87,48166421;89,30491407;86,39169268;96,33483192;90,75845689;81,29054247;100,6986969;89,97578828;94,91218517;100,0154527;83,00317791;82,43593847;93,96936185;80,8049716;91,51647763;81,43360787;73,3316047;103,8196188;92,12121004;94,29029297;79,39026616;102,4539006;86,03402429
5;76,60470509;85,97740597;103,7149059;84,81189158;76,98230396;0;70,71945641;69,96223236;75,21024341;73,85903888;79,59644521;79,6685595;89,81867585;90,18078269;104,9786774;96,3524982;73,16385091;95,26660825;91,93867307;105,1527006;91,48145527;84,64407769;97,44551467;91,44985918;91,64388631;85,79455827;113,3641569;76,52664049;84,61954739;92,04988605;85,2396447;84,93056484;82,48497369;96,88113678;87,27281086;96,88128655;95,52471822;85,08667528;96,66751943;83,0872395;90,21161456;91,80022908;73,21500803;93,6635256;98,79828841;89,72256747;96,26325028;96,74745634;95,83210805;94,55102889;80,24420627;77,74227035;109,7329508;83,787468;87,65659848;63,75220194;89,12466946;90,69779948
6;83,2675888;83,69582028;91,93256865;73,34889097;68,789118;70,71945641;0;78,25446685;77,94933019;65,42944255;78,51878953;84,71637182;79,5760798;84,45771233;92,24612395;85,81982803;71,86041422;89,10140211;88,43545984;84,78074907;85,21681092;84,08991953;87,00553827;88,59581042;98,67674281;76,74474561;91,86465199;74,84253647;72,6745726;86,96460046;69,16058434;93,11222436;71,58264063;80,87474905;84,67562378;85,46703833;80,23296457;85,50487006;86,12519856;81,75919464;84,47421381;88,45310942;80,76260011;88,95877861;92,67182172;82,31233924;88,55495609;83,56379742;85,41604821;89,70625516;73,84351957;72,41086511;98,07843981;80,51526078;81,2679773;69,90690313;90,2880464;83,22455072
7;88,69509576;83,42992122;95,03305653;90,27254275;88,58132124;69,96223236;78,25446685;0;71,92244735;74,46468686;91,83232938;92,78630212;94,05557486;81,63037811;105,6404133;91,32841786;82,69250702;89,27215904;84,65869201;104,1522445;94,51488953;74,4845532;92,31169186;86,26338252;90,39675224;89,48676928;111,6112938;77,8476202;85,80656324;91,92708402;93,4732211;87,32379314;84,37892525;96,20111326;87,45245744;98,65280706;91,71948226;80,29465717;90,07771577;87,39884651;91,79856478;89,06466586;82,91859415;97,3300756;95,08264649;88,73155922;85,75095817;83,34197788;82,04419182;82,54676773;77,16296723;86,85372992;104,2596454;88,98591501;97,03220853;66,33082002;92,8656769;87,94773317
8;83,21598844;85,83198427;98,69980404;79,63905186;87,92006202;75,21024341;77,94933019;71,92244735;0;65,24583726;82,35894019;84,88165068;82,01790877;78,87872553;98,70746689;84,06270268;68,34179379;87,16947785;87,64919584;97,47348111;82,41728822;79,25989599;90,76459246;82,78122261;77,57502746;85,67141129;104,7326589;74,58468627;91,13008617;90,44433359;77,0360801;83,6430599;78,08766263;89,00659532;77,64308562;97,99162459;90,72837273;84,04128726;92,66504059;85,01027484;89,20115487;84,44658437;83,01981299;91,03798164;83,69220577;87,17643571;91,02445924;73,96115824;82,14020983;76,94923679;77,81230925;86,05207033;97,5167087;82,92086033;82,77532513;72,78323373;89,54992716;71,94903204
9;81,07473839;74,1884979;87,6910055;81,52288643;75,4511184;73,85903888;65,42944255;74,46468686;65,24583726;0;75,93710103;92,70995652;77,73920582;79,29592657;84,46864871;73,99694525;72,0250108;84,62530085;80,82153898;81,37214963;79,49131815;65,68084715;77,6246242;78,56661198;90,95684961;71,72116344;95,62269993;69,25429929;76,84742304;83,22080254;78,47703637;88,55445101;81,01807544;81,42708516;82,7536787;76,36678024;82,75341855;82,61251302;87,14733728;88,79506863;82,51412194;86,19026987;82,29560257;84,8787727;87,72569849;76,21557055;80,31330032;71,12466237;76,88985834;83,91335871;74,92563712;66,59902831;92,53745798;81,79496667;81,61512223;74,47626127;87,37322965;74,43462244
10;80,19991168;79,08933278;88,97543277;73,7859816;85,3394773;79,59644521;78,51878953;91,83232938;82,35894019;75,93710103;0;78,39442943;75,16756173;80,12638807;86,42244384;86,90268442;71,45106489;88,60862261;87,05668438;83,47155844;74,59524154;89,31489702;86,06444555;75,66826691;77,18539392;77,88013949;92,98366324;79,88885858;71,94344145;83,24587508;77,516064;76,47451335;83,0941315;87,51162386;81,54558774;83,01817043;82,80347775;76,01885843;83,73745005;81,82192298;84,94643097;78,48434081;86,74892445;75,29532938;91,96534572;84,04328206;91,61919726;83,03307595;87,80727117;88,92112407;76,67493876;81,87881697;92,08698181;73,54968904;63,47277738;72,9582906;73,06755719;80,09762325
11;80,33526563;90,44372748;99,39060596;75,42101533;100,586958;79,6685595;84,71637182;92,78630212;84,88165068;92,70995652;78,39442943;0;83,68742432;97,49971476;107,3545357;96,12701316;88,65277118;102,8431388;101,8676798;102,339918;101,7172265;106,7809196;106,0776928;100,7529236;91,43935925;96,37080515;112,4569837;90,10679376;91,59395787;94,48829779;73,52328911;86,37148052;89,63667236;105,2142065;91,83785573;107,8867223;89,73625268;89,7262266;93,42419874;80,03944807;103,7081038;95,52343864;91,13428134;97,49806472;108,6523937;102,7922022;110,106566;94,01663238;105,3507766;91,42665515;90,56411079;96,38935011;108,3891087;81,98291728;80,20897237;80,32397331;74,74974443;99,59261426
12;75,34364648;83,83998129;81,9634832;68,68639927;78,1588655;89,81867585;79,5760798;94,05557486;82,01790877;77,73920582;75,16756173;83,68742432;0;78,83522263;77,43969045;72,82708088;69,34007726;83,28525287;82,94440114;71,22404948;68,29065148;86,51004565;67,92872685;73,00206822;76,46111071;75,33080974;89,25973451;82,1718686;74,84073988;83,76294919;86,27467233;80,59842659;79,96419271;89,5914807;71,57739135;73,92730925;75,29887377;68,38109812;86,8404114;81,41456812;73,09165599;84,71263101;84,14780253;66,10420746;82,8253861;80,0524432;84,78671604;74,29520109;77,34963757;81,55068575;79,44132632;73,62065213;74,85553344;75,02454082;80,84442037;79,72412343;73,21955669;75,03541279
13;82,94496275;83,74677025;88,8737024;82,71855971;79,58568722;90,18078269;84,45771233;81,63037811;78,87872553;79,29592657;80,12638807;97,49971476;78,83522263;0;98,00033355;89,9872402;79,62037893;84,68393735;89,36371853;90,66697963;71,79794748;84,68595938;85,96574567;70,36946493;90,74246552;81,7617212;101,2891602;77,01311426;81,37692916;96,93840745;78,81888492;81,66001926;87,38914732;94,72594265;85,66471989;88,77057683;88,02455877;82,80711406;83,7650818;95,94706801;68,00530723;92,11098948;85,96907022;82,35234424;85,74157463;85,36844338;79,55101479;70,89952029;86,04173128;77,48867889;85,27127815;81,90540809;99,17784351;76,75814019;86,5609649;79,50976169;85,82585219;80,70612785
14;92,11388812;84,85752855;77,78555697;76,93325187;96,57514804;104,9786774;92,24612395;105,6404133;98,70746689;84,46864871;86,42244384;107,3545357;77,43969045;98,00033355;0;72,81838387;95,64985972;69,0670243;85,24817659;70,53562468;76,09957068;86,17502032;70,75485962;76,71602948;90,52048299;85,74202559;69,69917438;98,28423358;91,40189546;74,24674837;105,4262641;98,33301821;83,58391642;83,53158593;74,63749906;61,29049842;74,47461044;78,01845082;82,26612703;107,3729837;82,83488727;98,61905751;93,47347526;72,7227613;91,51456169;75,38036614;80,77546024;82,74512597;82,1011818;90,0691806;92,92833099;81,25625457;76,95811;91,28868949;97,69324334;86,01026768;89,27677305;79,68287508
15;85,86910883;71,34380142;69,08561822;76,53279825;80,49637596;96,3524982;85,81982803;91,32841786;84,06270268;73,99694525;86,90268442;96,12701316;72,82708088;89,9872402;72,81838387;0;89,81289185;75,9711497;90,99535819;85,34781586;73,0169958;83,65288601;77,95132256;88,4553742;97,32530945;82,31424793;79,37158589;81,30124444;89,6674914;82,45524362;86,46521997;103,7167664;81,80521762;88,37085085;69,63540725;69,67845554;65,24032497;81,87776282;75,2016513;100,747051;82,66725333;103,8940172;87,70909663;85,81375525;92,44082024;82,21449347;87,46876908;79,88356386;63,5368802;81,80101868;90,20535932;83,39041176;80,16795758;92,27712908;100,6697178;81,99141082;93,74452103;68,38750064
16;74,96766527;91,53763735;97,30903294;76,68600923;72,41707583;73,16385091;71,86041422;82,69250702;68,34179379;72,0250108;71,45106489;88,65277118;69,34007726;79,62037893;95,64985972;89,81289185;0;94,6341327;79,64440176;84,2312774;75,64300093;87,46137573;84,65983771;79,46072145;80,90143453;72,19371126;103,588065;77,41947655;74,90216113;97,5741388;79,63346048;76,69004372;81,7767991;90,91771268;75,05629532;91,59417451;93,63735647;79,76847478;96,5978718;80,88841028;83,43487899;83,67463732;84,45403403;79,56336696;88,08161393;80,18115527;89,17357128;77,66682567;87,55305401;84,47283205;67,62181505;78,23659047;96,66157569;76,59735009;77,5191698;71,92980245;89,99093462;75,15358009
17;91,91855439;86,3216944;74,03403765;75,45455514;92,80678013;95,26660825;89,10140211;89,27215904;87,16947785;84,62530085;88,60862261;102,8431388;83,28525287;84,68393735;69,0670243;75,9711497;94,6341327;0;80,4434391;79,37163476;79,19219458;84,9752169;81,63928427;78,42615055;91,03340033;76,65631717;81,36793971;90,76410258;83,47068403;80,57470364;102,8010681;95,77798097;71,43326127;79,67806553;76,46132924;74,27193172;81,09469644;78,91197586;85,42494513;99,88066444;59,54186299;85,93255257;83,86384906;75,48879468;75,69285273;77,48416586;77,89863999;79,69839261;80,67343329;82,89872041;83,58719143;85,56472814;70,80932215;87,27942089;93,00768188;76,57897056;94,59801588;80,54585417
18;81,11099619;94,24087196;81,29055487;79,89367704;95,7866445;91,93867307;88,43545984;84,65869201;87,64919584;80,82153898;87,05668438;101,8676798;82,94440114;89,36371853;85,24817659;90,99535819;79,64440176;80,4434391;0;75,17682283;85,56141099;83,07219196;81,10339155;78,34372835;84,16512134;80,94291018;96,9734425;81,55772613;86,61031084;95,05276131;99,14448471;85,47328847;76,96320288;77,96119883;82,2331022;81,87486436;95,95486822;72,85488665;88,06905437;87,17712338;74,80453916;86,37899672;83,0067713;68,0213004;80,04908667;78,33503685;84,68265825;84,36901026;82,76954788;88,45972611;72,09831771;89,23123109;86,04784436;79,73827994;84,4335399;81,02483534;92,64999851;79,85254101
19;91,6999999;91,73112758;84,85312537;72,9510487;92,18167657;105,1527006;84,78074907;104,1522445;97,47348111;81,37214963;83,47155844;102,339918;71,22404948;90,66697963;70,53562468;85,34781586;84,2312774;79,37163476;75,17682283;0;80,48831334;92,68586764;72,07234257;77,47964715;92,66074008;71,64296525;77,44228132;88,13587903;79,34818835;88,92264053;95,21440364;92,28401726;84,67843773;75,86032309;87,56491117;72,32217684;82,73827195;79,92455909;84,65804233;90,69209013;75,83297217;88,12667676;90,60696184;73,47680541;92,00220776;78,14032605;87,91445162;81,30063779;84,61775024;92,81675272;76,46313591;84,24219068;83,1916672;80,26423603;80,83481257;85,06422796;93,05329454;83,14862632
20;79,23300535;79,59809777;80,46560105;68,72801555;77,36635974;91,48145527;85,21681092;94,51488953;82,41728822;79,49131815;74,59524154;101,7172265;68,29065148;71,79794748;76,09957068;73,0169958;75,64300093;79,19219458;85,56141099;80,48831334;0;85,87017842;74,58169725;70,72109993;85,42125314;76,81592154;80,76866645;81,25130674;84,93469745;83,99897534;89,35120618;95,34229275;72,51521067;79,29934429;69,06699576;75,18985287;74,05593638;75,57501213;77,61707576;99,71447122;65,44937102;88,52316617;88,88038032;77,67599108;88,57087462;79,44020419;76,96590205;80,07963297;67,92280625;82,4680548;84,82026761;81,91994858;82,17471654;82,98739516;90,80135237;72,65592288;89,96787623;62,51776883
21;85,48187446;69,32276683;92,10515011;88,06648351;89,48539157;84,64407769;84,08991953;74,4845532;79,25989599;65,68084715;89,31489702;106,7809196;86,51004565;84,68595938;86,17502032;83,65288601;87,46137573;84,9752169;83,07219196;92,68586764;85,87017842;0;71,20390902;85,70670901;87,54927967;86,63228625;101,6458402;88,78516633;87,41711407;74,81235682;96,64602058;90,63942548;89,96417931;86,04029673;86,72862429;78,36118163;80,96579958;84,68807822;78,47917695;97,02890541;84,39201306;89,87152583;86,84832913;86,92857905;90,43754836;72,73272006;79,20654645;74,66804195;80,46526089;85,52755269;84,44383744;77,56987985;94,68538001;89,19768182;98,32190766;79,30698083;87,41264637;77,56587892
22;91,03454143;80,4893712;83,53490419;80,02126518;94,22723015;97,44551467;87,00553827;92,31169186;90,76459246;77,6246242;86,06444555;106,0776928;67,92872685;85,96574567;70,75485962;77,95132256;84,65983771;81,63928427;81,10339155;72,07234257;74,58169725;71,20390902;0;81,72711609;86,99353755;89,02504717;79,3583995;93,34636603;89,73517113;79,21642605;98,25833089;93,04627267;83,04136262;86,7796982;80,16438339;74,51303371;71,8299749;80,05483558;82,12508857;100,7202863;81,48062111;95,97536646;85,87396987;70,43398454;93,25902531;78,28392946;82,39460182;70,80639281;76,77596669;83,7374728;87,75419988;82,83983714;77,49764907;84,97352725;97,47563913;84,82411267;79,91446505;74,71289501
23;89,2062724;90,37497661;88,54017093;78,0680316;87,48491213;91,44985918;88,59581042;86,26338252;82,78122261;78,56661198;75,66826691;100,7529236;73,00206822;70,36946493;76,71602948;88,4553742;79,46072145;78,42615055;78,34372835;77,47964715;70,72109993;85,70670901;81,72711609;0;82,83790338;80,81399341;90,50105472;71,27105851;79,1236408;86,85707929;91,14213987;76,65266469;84,1292548;87,31510311;81,14634719;78,90282191;83,72303653;72,56541843;86,36846469;95,0419058;71,70732807;84,70877813;79,38592742;73,63574504;87,614085;72,01922002;81,18885374;77,53402617;76,81608907;79,33977198;75,44564834;71,631305;90,50374021;65,30467682;78,01692699;73,40454765;87,38036475;73,63987485
24;82,17115636;95,37444493;100,8410526;84,24719148;100,582492;91,64388631;98,67674281;90,39675224;77,57502746;90,95684961;77,18539392;91,43935925;76,46111071;90,74246552;90,52048299;97,32530945;80,90143453;91,03340033;84,16512134;92,66074008;85,42125314;87,54927967;86,99353755;82,83790338;0;90,74069035;102,4039952;99,65189414;90,22978462;91,03894708;100,4944628;64,84746362;87,23557292;95,39052355;82,25593912;100,8818765;100,2234788;71,79850672;100,0908551;93,43765705;92,08172117;74,08955944;95,00411487;74,29829026;91,10863076;86,1781085;85,14268507;86,8558028;95,70412454;89,31030756;86,85175545;99,53822972;88,01532566;88,34909366;87,89170441;79,26303036;78,4152993;82,19877266
25;75,31919331;83,47484184;88,13905101;78,04307182;73,99056526;85,79455827;76,74474561;89,48676928;85,67141129;71,72116344;77,88013949;96,37080515;75,33080974;81,7617212;85,74202559;82,31424793;72,19371126;76,65631717;80,94291018;71,64296525;76,81592154;86,63228625;89,02504717;80,81399341;90,74069035;0;96,65106859;78,56807013;65,39722778;91,97285702;87,87991509;89,07051423;79,65790292;77,08435118;78,53151099;74,91251698;85,55816054;70,68684405;92,90494643;74,17476947;70,5562383;90,60141157;86,26535994;85,90427196;87,0094402;81,66836085;86,80307806;77,19451137;81,84254727;89,28374843;79,51472382;72,59275485;79,71922178;84,35957789;83,9663465;79,23174209;92,97525765;78,96703039
26;99,74409846;92,12891205;76,03809264;80,11613841;102,1798938;113,3641569;91,86465199;111,6112938;104,7326589;95,62269993;92,98366324;112,4569837;89,25973451;101,2891602;69,69917438;79,37158589;103,588065;81,36793971;96,9734425;77,44228132;80,76866645;101,6458402;79,3583995;90,50105472;102,4039952;96,65106859;0;104,9448583;94,17131132;83,55768628;96,52892372;110,0286308;86,18307344;81,97716596;95,93434841;80,50007463;77,67146819;98,7841792;83,98876162;110,6265095;89,73639443;101,2940173;94,8220071;83,61620651;94,28427653;82,25049417;92,55557097;98,01869864;88,14413184;96,97314688;99,5922632;100,3112385;90,01336982;94,32121182;100,5874755;92,048411;98,36515491;85,44575795
27;83,77315104;85,1799198;96,47940175;82,81212894;73,13350458;76,52664049;74,84253647;77,8476202;74,58468627;69,25429929;79,88885858;90,10679376;82,1718686;77,01311426;98,28423358;81,30124444;77,41947655;90,76410258;81,55772613;88,13587903;81,25130674;88,78516633;93,34636603;71,27105851;99,65189414;78,56807013;104,9448583;0;75,73069076;96,36551571;77,98041841;92,02508554;87,75070895;87,25929081;87,55265882;84,35837684;86,2989884;79,77391624;91,76554332;84,45389387;82,51948257;97,75314012;77,56787555;96,14046578;94,15996967;87,45199219;90,59028784;85,68388011;79,63733056;84,23366722;74,08162575;71,17698348;105,7239611;73,5912189;76,26248551;69,25644913;97,59299398;83,25929584
